id,colaborador_profile_id,ciclo,status,clareza_apresentacao,conforto_avaliacao_pares,conforto_autoavaliacao,tempo_suficiente,clareza_lideranca,representatividade_feedback,surpresa_devolutiva,conforto_devolutiva,efetividade_programa,clareza_proximos_passos,falta_apresentacao_captura,falta_devolutivas,falta_perguntas_gerais,data_envio,created_at,updated_at
f7e72684-6414-4fc7-a8d8-b181e906e5b5,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
3a7e5d09-5ccf-4ca5-ad21-2ccd43cdbe8c,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
c7da4c2f-ea4e-40ca-8094-83460ff63b3f,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,4,4,5,5,4,4,.,.,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0e29f4d6-c690-4e67-8ade-bdce7e27e7f0,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,4,4,3,5,Um pouco confuso e semelhante as perguntas,Talvez exemplos de preenchimento,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
70981a7b-a938-4edf-8285-3f43c6def0ed,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a52ab139-dab6-45a9-836e-fb9a9f14f7ef,,2º ciclo 2024,Finalizado,,,5,"Foi mais que suficiente, muito longo",4,4,5,5,3,3,Não senti falta.,Também não senti nada de algo.,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a8aead07-f4be-4969-b21f-3ad99d1105ce,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
60fff8f0-a7d7-4d9d-9e3b-1197e00c8fd7,,2º ciclo 2024,Finalizado,,,5,"Foi mais que suficiente, muito longo",4,4,5,5,4,4,Menos campos de escrita pra não gerar dupla interpretação. Foco em um eixo de avaliação (Desempenho geral) e subitens associados se existirem (Evolução e impacto). Além da parte de melhorias sugeridas e proximos passos (Que estão relacionados),não senti falta de nada na devolutiva,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
202d5a09-8e08-441e-bac6-3807c2766ed4,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,4,5,4,4,Nada,Nada,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
f2cc8430-195b-4df9-9ad6-298ee3805648,,,Em aberto,,,,,,,,,,,,,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
bd79434c-279a-4f6a-9a9a-b7599d60d43e,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,4,5,5,5,A parte do impacto no dia do preenchimento acabou sendo um pouco confusa pra mim. Com o passar do tempo fui entendendo como poderia se dar o impacto.,Nada no momento,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2b99c1bb-d081-452b-b873-8f222780e121,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,5,5,4,5,5,Nada,Nada,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
fcb20069-84f1-42bc-8039-8e9e688fee5e,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,5,5,5,5,Nada a acrescentar ,Nada a acrescentar ,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b3eae704-2f34-4a05-96df-56671f393d80,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,5,5,4,5,5,5,"Fiquei um pouco confuso na hora de responder sobre o impacto, mas com o passar do tempo fui entendendo como poderia se dar o impacto.",Nada no momento,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
1e3bc908-82ce-4d4e-940e-83f181ca51b0,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,5,5,5,5,4,5,Acho que precisamos reforçar ainda mais que não é um feedback e o feedback sobre algo deve ser rápido para fazer sentido à pessoa.,"Acho que foi muito claro, principalmente porque meu líder focou no importante, o qual são os próximos passos.",,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
082fca29-0525-4850-995e-078b26920fde,,2º ciclo 2024,Finalizado,,,3,Foi suficiente ,3,3,3,3,1,3,Acredito que o processo funcionou ok,Acredito que pontos mais recentes tem mais peso/impacto do que aqueles do começo do ciclo.,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
ae9ec1ab-ae98-4ec3-b304-3e227e97c719,,2º ciclo 2024,Finalizado,,,5,Foi suficiente ,4,4,5,4,4,4,"Não observei melhorias pra esse ciclo, as sugestões que eu fiz no ciclo anterior foram atendidas de certa forma com a produção guia de evolução que deixou mais claro os pontos a serem observados pra cada nível de senioridade de acordo com o que a Cubos espera de cada nivel.",Não senti nada para ser melhorad,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
52e653c7-c275-4577-a208-e170e77e95e1,,2º ciclo 2024,Finalizado,,,1,Foi suficiente ,4,3,5,4,5,5,Pra mim foi bom  e não senti falta de nada,Não senti falta de nada,,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
d0c339f5-3ded-4929-a34a-a3a2d971f3fa,,2º ciclo 2024,Finalizado,,,4,Foi suficiente ,4,4,4,5,2,4,Melhorou muito comparado as outras capturas,ta tudo bem,,2025-04-07,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b458763f-5578-434d-a158-1fa51365f8c8,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
9724c8e7-8100-4359-8b69-674eb5cd3bbb,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
6b4cb98c-158b-4dc2-9607-cfbf7aa4ae20,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a353e86c-3b68-4f70-a9ff-f0d91a077f83,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
3a43beb9-bd55-4c87-a3a5-713066c83e08,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,4,4,5,4,3,3,Não senti falta de nada,Não senti falta de nada,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
e9fb7579-60b5-455e-86c2-39ecfad467c8,,1º ciclo 2025,Finalizado,,,2,Foi suficiente ,3,3,4,3,3,3,"Sempre dificil de lembrar de tudo, preciso me empenhar mais em tomar notas ao decorrer do ciclo",Foi tranquilo pra mim,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
e332fd52-e831-48b3-8a4b-854646463ec1,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,4,5,5,5,5,Não senti falta de nada.,Não senti falta de nada.,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
834718fa-d050-4440-ab86-50e3227fb256,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
da359850-1316-47a8-8e25-56c92bb05ec7,,1º ciclo 2025,Finalizado,,,4,Foi suficiente ,5,4,4,5,4,5,Creio que AVD funciona bem não senti falta de algo em especifico,"A devolutiva foi clara representar meu clico, que senti falta de alguma algo especifico.",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
14e33579-4033-48de-a5f7-989e27e12a82,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
f41f698c-fcb3-4d1b-bdbe-b6d475d6b86d,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2c623878-2a40-4457-ac05-26d3f32f3196,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,5,5,5,5,5,Ainda sinto dificuldade em separar o que precisa ser dito em cada ponto sem soar repetitivo.  Talvez deixar ainda mais explicito o que se espera em cada ponto (talvez com um exemplo em cada pergunta),As etapas foram satisfatorias na minha opinião,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
58ab4ec2-5e64-40cc-8d32-30a3a249bf79,,1º ciclo 2025,Finalizado,,,4,Foi suficiente ,5,5,5,5,5,5,Neste ciclo achei que as perguntas de capturas foram muito mais objetivas e acertivas,"Uma coisa que gostei nesta devolutiva foi a presença do lider tecnico, abordando as dificuldades que enfrentei durante o ciclo com mais assertividade. Algo que não obtive nos ciclos anteriores",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0551d69a-f2ee-4439-ae53-8f39f8e8e002,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,5,5,5,3,3,Não senti falta,Não senti falta,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
4db36a3f-7241-471d-9bc4-5b218a15d9bf,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
a7c5aaab-50c3-4da4-92f4-b0c9e8940e6b,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,4,5,5,3,4,.,.,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
80774efe-fb8c-4422-a4eb-5c2fb674eba6,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,4,4,5,5,3,4,nada,Nada,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
4af56b32-68a0-41d2-8bfc-2be92e7173df,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
52715176-e755-41d7-a6cc-4a6fc0dc196f,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,5,5,4,3,3,Nada que eu tenha observado,Nada que eu tenha observado,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
3cbd9709-14df-460a-914a-e9d7b031bfc8,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
c02ccace-c687-49e5-8b8b-7ef3eee28106,,1º ciclo 2025,Finalizado,,,3,Foi suficiente ,4,3,3,4,4,4,Tudo foi muito claro,"Talvez trazer um retrospecto ou ter uma base sólida do que precisamos para atingir os próximos níveis, que esteja de acordo com nossas atividades de diferentes clientes.",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
16e1b829-9c1a-48ba-90f8-0dd5ef08cf34,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
4a7c3349-4e63-4156-892f-8c6c157b446d,,1º ciclo 2025,Finalizado,,,5,"Foi mais que suficiente, muito longo",4,4,5,4,4,4,.,.,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b43762e4-5a8d-4c06-a24c-fc6e9aad7473,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
d86dfc11-a3cc-48c5-8d67-ef47dfaa6a76,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,4,2,5,4,4,"Por ora, não senti falta de nada","Por ora, não senti falta",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
ee590f99-65a1-4bda-83d3-0bc6efbbb461,,1º ciclo 2025,Finalizado,,,4,Foi suficiente ,5,5,5,5,5,5,"Ao meu ver o unico ponto que melhoraria seria ter somente um campo dissertativo para descrever o ciclo da pessoa, ao meu ver ficaria melhor para descrever e fomar uma linha de raciocino sobre o ciclo. e continuar com varias perguntas objetivas.","acho que esse ciclo a devolutiva foi muita mais acertiva, pricipalmente os proximos passos. não alteraria nada  dessa etapa",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
71949954-97b2-4184-a32a-9b864d034657,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
2a6affff-14d9-4ec1-9e91-d8cd85dde012,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b77318ec-8452-4337-9239-65c09e9d3e6f,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
4e5a8018-c3eb-4b1b-8b19-d316a7d1e862,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
b2cd0234-2c15-4673-b585-7cfb3a43334c,,,Em aberto,,,,,,,,,,,,,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
7c4bce85-8432-4b57-bfdd-8acbd7b21b4f,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,5,5,4,4,4,"Senti falta de uma etapa mais clara e menos abstrata de valorização do funcionário. Hoje o processo é muito subjetivo; poderia existir, por exemplo, um comitê/etapa no processo de captura responsável por avaliar de forma mais concreta se a pessoa já está apta a receber algum mérito ou reconhecimento.","Atenção a valorização de alocações temporárias, especialmente quando envolvem suplência de cargos mais altos. Legitimação de promoções ou aumentos salariais futuros, não fica claro se o desempenho no ciclo resultará em reconhecimento, benefícios financeiros ou evolução de carreira, ou se todo o esforço acabará sem valorização concreta.",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
0f5bd942-f2e5-43b5-82b0-7769dda165a0,,1º ciclo 2025,Finalizado,,,4,Foi suficiente ,5,5,5,5,4,4,Nada,Nada,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
6babaa9d-c112-4222-9f83-480582adb5f8,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,4,4,5,4,4,Até o momento nada.,Até o momento nada.,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
58aa8066-ecc4-42e2-9017-b92f7bf4fd48,,1º ciclo 2025,Finalizado,,,3,Foi suficiente ,4,3,4,4,1,3,"Acredito que esteja bem sólido, talvez seja interessante um modelo opcional de respostas, para dar um guia para quem um pouco de dificuldade de elaborar.","Senti que projetos ""secundários"" como o Quipu, que participo parcialmente não estiveram presentes na devolutiva.",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
61f74e34-28b5-4199-bab6-d6e9a7688790,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,4,4,4,5,4,4,Não senti falta de nenhuma informação.,"O tempo de retorno acaba sendo muito longo diante do processo, mas entendo que são etapas importantes. Acho que trazer mais sobre o que a propria pessoa colocou e não foi mencionado na devolutiva (não da certeza se foi algo que não foi levado em consideração, se discordaram, ou se concordaram mas não mencionaram).",,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
66583f6e-d3b8-48d2-9688-973817ac35b8,,1º ciclo 2025,Finalizado,,,2,Foi suficiente ,5,4,5,3,3,3,Nada,Nada,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
778afb93-4ef4-48f9-b49e-c84130c84b05,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,4,3,5,4,4,3,exemplos mais consistentes,exemplos mais claros,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
c9357f9e-ce4c-46c7-afd1-61321c67ee68,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,4,4,5,5,4,4,Nada,Nada,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
85fdde20-f8bf-451d-b298-104c20512356,,1º ciclo 2025,Finalizado,,,4,Foi suficiente ,4,3,5,4,3,4,Não,Poderíamos aumentar o tempo entre uma AVD e outra. ,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
5884e7cc-e661-4534-9cf2-33405d5d1d5f,,1º ciclo 2025,Finalizado,,,5,Foi suficiente ,5,4,5,5,4,4,"Acho que precisamos reforçar ainda mais que não é um feedback, mesmo sendo falado, ainda não entendem isso.",Foi completo,,2025-09-24,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
17096b87-5cec-4426-b06e-ce54e7b519d8,,1º ciclo 2025,Finalizado,,,4,Foi suficiente ,4,5,5,4,5,5,"Senti um pouco de confusão nos primeiros dias sobre a ordem dos eventos que envolvem a avaliação de desempenho. No geral, acredito que uma explicação melhor do do funcionamento do evento no on-boarding, seria o suficiente.","No geral, apenas um pouco mais de celeridade na entrega da devolutiva, pois recebi a devolutiva um pouco depois do prazo final desta pesquisa atual.",,,2026-03-31T03:51:31+00:00,2026-03-31T03:51:31+00:00
